kind,date,mode_price
ほうれんそう,20220526,81.704666
ほうれんそう,20220527,82.303055
ほうれんそう,20220528,82.59812
ほうれんそう,20220530,87.162254
ほうれんそう,20220531,88.17342
ねぎ,20220502,1564.5717
ねぎ,20220506,1592.6787
ねぎ,20220507,1577.7035
ねぎ,20220509,1581.8862
ねぎ,20220510,1580.0244
ねぎ,20220512,1582.6483
ねぎ,20220513,1598.5468
ねぎ,20220514,1596.9386
ねぎ,20220516,1599.463
ねぎ,20220517,1621.4851
ねぎ,20220519,1607.4825
ねぎ,20220520,1591.4292
ねぎ,20220521,1552.1738
ねぎ,20220523,1529.1863
ねぎ,20220524,1533.789
ねぎ,20220526,1544.9114
ねぎ,20220527,1523.5028
ねぎ,20220528,1515.457
ねぎ,20220530,1490.8474
ねぎ,20220531,1471.1663
きゅうり,20220502,1424.3473
きゅうり,20220506,1373.7493
きゅうり,20220507,1372.9587
きゅうり,20220509,1374.945
きゅうり,20220510,1377.0255
きゅうり,20220512,1394.0603
きゅうり,20220513,1407.1819
きゅうり,20220514,1401.1855
きゅうり,20220516,1418.0214
きゅうり,20220517,1428.4966
きゅうり,20220519,1449.6713
きゅうり,20220520,1460.9076
きゅうり,20220521,1479.9084
きゅうり,20220523,1492.6779
きゅうり,20220524,1486.6575
きゅうり,20220526,1517.6053
きゅうり,20220527,1540.1511
きゅうり,20220528,1544.1718
きゅうり,20220530,1527.3018
きゅうり,20220531,1640.05
トマト,20220502,1131.3662
トマト,20220506,1087.1307
トマト,20220507,1083.2332
トマト,20220509,1057.8235
トマト,20220510,1054.8357
トマト,20220512,1033.7096
トマト,20220513,1032.1172
トマト,20220514,1030.3572
トマト,20220516,1017.21405
トマト,20220517,1015.7184
トマト,20220519,1013.4181
トマト,20220520,1020.4645
トマト,20220521,1017.629
トマト,20220523,1016.61633
トマト,20220524,1017.4901
トマト,20220526,1007.848
トマト,20220527,989.1886
トマト,20220528,991.03125
トマト,20220530,987.53613
トマト,20220531,977.9596
ピーマン,20220502,83.005066
ピーマン,20220506,83.79386
ピーマン,20220507,83.163994
ピーマン,20220509,80.25893
ピーマン,20220510,79.53618
ピーマン,20220512,77.90973
ピーマン,20220513,76.58746
ピーマン,20220514,77.02498
ピーマン,20220516,75.98442
ピーマン,20220517,74.51111
ピーマン,20220519,72.00537
ピーマン,20220520,71.843605
ピーマン,20220521,71.23601
ピーマン,20220523,69.29842
ピーマン,20220524,69.83406
ピーマン,20220526,70.037735
ピーマン,20220527,70.513596
ピーマン,20220528,68.64534
ピーマン,20220530,68.791824
ピーマン,20220531,69.18733
じゃがいも,20220502,2902.9292
じゃがいも,20220506,2934.0938
じゃがいも,20220507,2948.8591
じゃがいも,20220509,2939.8418
じゃがいも,20220510,2924.7927
じゃがいも,20220512,2921.4253
じゃがいも,20220513,2918.3772
じゃがいも,20220514,2927.5476
じゃがいも,20220516,2748.1484
じゃがいも,20220517,2840.655
じゃがいも,20220519,2853.1626
じゃがいも,20220520,2858.4126
じゃがいも,20220521,2902.0654
じゃがいも,20220523,2966.987
じゃがいも,20220524,2977.0635
じゃがいも,20220526,2967.8577
じゃがいも,20220527,2964.7163
じゃがいも,20220528,2991.0933
じゃがいも,20220530,3006.1006
じゃがいも,20220531,3007.1667
なましいたけ,20220502,99.87217
なましいたけ,20220506,97.425415
なましいたけ,20220507,97.20675
なましいたけ,20220509,97.55766
なましいたけ,20220510,98.11558
なましいたけ,20220512,97.19566
なましいたけ,20220513,97.7321
なましいたけ,20220514,97.62041
なましいたけ,20220516,97.50429
なましいたけ,20220517,98.064224
なましいたけ,20220519,98.33164
なましいたけ,20220520,98.97923
なましいたけ,20220521,97.876755
なましいたけ,20220523,97.63779
なましいたけ,20220524,97.93444
なましいたけ,20220526,98.270874
なましいたけ,20220527,98.5084
なましいたけ,20220528,98.335884
なましいたけ,20220530,97.86945
なましいたけ,20220531,96.72963
セルリー,20220502,2861.1606
セルリー,20220506,2926.8062
セルリー,20220507,2921.27
セルリー,20220509,2915.2654
セルリー,20220510,2921.7446
セルリー,20220512,2901.9963
セルリー,20220513,2900.68
セルリー,20220514,2896.324
セルリー,20220516,2861.183
セルリー,20220517,2879.062
セルリー,20220519,2787.0793
セルリー,20220520,2728.705
セルリー,20220521,2704.645
セルリー,20220523,2683.398
セルリー,20220524,2670.1218
セルリー,20220526,2701.6172
セルリー,20220527,2663.8433
セルリー,20220528,2640.5034
セルリー,20220530,2677.2803
セルリー,20220531,2693.948
そらまめ,20220502,2438.6602
そらまめ,20220506,2471.8987
そらまめ,20220507,2455.2258
そらまめ,20220509,2294.18
そらまめ,20220510,2292.8052
そらまめ,20220512,2318.4312
そらまめ,20220513,2350.2405
そらまめ,20220514,2341.9067
そらまめ,20220516,2399.9878
そらまめ,20220517,2455.156
そらまめ,20220519,2497.1506
そらまめ,20220520,2438.5366
そらまめ,20220521,2395.657
そらまめ,20220523,2342.8418
そらまめ,20220524,2413.991
そらまめ,20220526,2619.8628
そらまめ,20220527,2632.7502
そらまめ,20220528,2626.2104
そらまめ,20220530,2686.52
そらまめ,20220531,2683.9211
ミニトマト,20220502,110.35545
ミニトマト,20220506,108.26868
ミニトマト,20220507,107.95247
ミニトマト,20220509,107.24404
ミニトマト,20220510,108.157326
ミニトマト,20220512,111.86084
ミニトマト,20220513,107.61566
ミニトマト,20220514,109.93213
ミニトマト,20220516,104.53084
ミニトマト,20220517,104.10326
ミニトマト,20220519,103.34102
ミニトマト,20220520,103.295555
ミニトマト,20220521,103.09489
ミニトマト,20220523,102.75509
ミニトマト,20220524,103.51235
ミニトマト,20220526,103.47068
ミニトマト,20220527,103.823746
ミニトマト,20220528,103.86149
ミニトマト,20220530,106.48136
ミニトマト,20220531,109.24074
