,kind,date,new_col
76,レタス,20220527.0,1150.202755776308
77,レタス,20220528.0,152.64765851673621
78,レタス,20220530.0,1724.6774935693868
79,レタス,20220531.0,1129.9321873622323
80,はくさい,20220502.0,1546.864640768698
81,はくさい,20220506.0,152.64765851673621
82,はくさい,20220507.0,2917.623319747064
83,はくさい,20220509.0,1436.0112874488457
84,はくさい,20220510.0,978.0700674107054
85,はくさい,20220512.0,130.46577406442324
86,はくさい,20220513.0,1027.5237803529014
87,はくさい,20220514.0,1016.8847127316126
88,はくさい,20220516.0,227.53317305334923
89,はくさい,20220517.0,1336.2573878717776
90,はくさい,20220519.0,152.64765851673621
91,はくさい,20220520.0,2852.033791051037
92,はくさい,20220521.0,142.72423461110247
93,はくさい,20220523.0,1420.6271661576916
94,はくさい,20220524.0,1808.1763406970742
95,はくさい,20220526.0,142.72423461110247
96,はくさい,20220527.0,1338.2497964619165
97,はくさい,20220528.0,1233.3217609842538
98,はくさい,20220530.0,134.42714931807828
99,はくさい,20220531.0,2993.86988687855
100,こまつな,20220502.0,1378.4320212227829
101,こまつな,20220506.0,134.42714931807828
102,こまつな,20220507.0,1027.4377160368288
103,こまつな,20220509.0,165.1346632998106
104,こまつな,20220510.0,1263.20051858066
105,こまつな,20220512.0,152.64765851673621
106,こまつな,20220513.0,1284.7290777249427
107,こまつな,20220514.0,165.1346632998106
108,こまつな,20220516.0,2050.551572994846
109,こまつな,20220517.0,1081.2858157293413
110,こまつな,20220519.0,163.14530574832955
111,こまつな,20220520.0,3180.361344523709
112,こまつな,20220521.0,1560.5461768505245
113,こまつな,20220523.0,134.42714931807828
114,こまつな,20220524.0,1778.6062948621022
115,こまつな,20220526.0,903.6187389850359
116,こまつな,20220527.0,1461.83017813873
117,こまつな,20220528.0,3418.000644740945
118,こまつな,20220530.0,202.24330443759905
119,こまつな,20220531.0,144.9247965496716
120,ほうれんそう,20220502.0,192.6540862900665
121,ほうれんそう,20220506.0,2007.6934472917349
122,ほうれんそう,20220507.0,980.1184296726117
123,ほうれんそう,20220509.0,2020.7805250801373
124,ほうれんそう,20220510.0,2975.685046945768
125,ほうれんそう,20220512.0,152.64765851673621
126,ほうれんそう,20220513.0,142.72423461110247
127,ほうれんそう,20220514.0,1074.9888693621115
128,ほうれんそう,20220516.0,1407.2842744122631
129,ほうれんそう,20220517.0,1494.6216979004862
130,ほうれんそう,20220519.0,134.42714931807828
131,ほうれんそう,20220520.0,175.63231053140393
132,ほうれんそう,20220521.0,2208.23436764666
133,ほうれんそう,20220523.0,2509.7223124442435
134,ほうれんそう,20220524.0,1114.9557081311495
135,ほうれんそう,20220526.0,2266.607233575521
136,ほうれんそう,20220527.0,2504.7643596618036
137,ほうれんそう,20220528.0,1008.5232245149051
138,ほうれんそう,20220530.0,1264.077644627463
139,ほうれんそう,20220531.0,144.9247965496716
140,ねぎ,20220502.0,1558.911854920442
141,ねぎ,20220506.0,1791.93822952832
142,ねぎ,20220507.0,1337.8245959487674
143,ねぎ,20220509.0,157.81259790051976
144,ねぎ,20220510.0,1388.8215940838495
145,ねぎ,20220512.0,2340.551345223979
146,ねぎ,20220513.0,1741.8056073810499
147,ねぎ,20220514.0,165.1346632998106
148,ねぎ,20220516.0,175.63231053140393
149,ねぎ,20220517.0,2017.4246732722604
150,ねぎ,20220519.0,134.42714931807828
151,ねぎ,20220520.0,1194.708714401102
152,ねぎ,20220521.0,163.14530574832955
153,ねぎ,20220523.0,2993.86988687855
154,ねぎ,20220524.0,2885.13787318579
155,ねぎ,20220526.0,152.64765851673621
156,ねぎ,20220527.0,1459.2385397031771
157,ねぎ,20220528.0,1505.4864972094645
158,ねぎ,20220530.0,2017.4246732722604
159,ねぎ,20220531.0,152.64765851673621
160,きゅうり,20220502.0,1750.6760549542905
161,きゅうり,20220506.0,980.2458106825372
162,きゅうり,20220507.0,119.51892107054098
163,きゅうり,20220509.0,1256.85690217211
164,きゅうり,20220510.0,144.9247965496716
165,きゅうり,20220512.0,134.42714931807828
166,きゅうり,20220513.0,150.65157311351723
167,きゅうり,20220514.0,1506.0311739742233
168,きゅうり,20220516.0,3180.361344523709
169,きゅうり,20220517.0,1626.0027577317799
170,きゅうり,20220519.0,1927.7940658168454
171,きゅうり,20220520.0,1170.226880764217
172,きゅうり,20220521.0,920.6405147436984
173,きゅうり,20220523.0,2259.7975477280834
174,きゅうり,20220524.0,1283.0389563602178
175,きゅうり,20220526.0,11239.768358114175
176,きゅうり,20220527.0,932.0235338273293
177,きゅうり,20220528.0,269.96334398446976
178,きゅうり,20220530.0,1008.5232245149051
179,きゅうり,20220531.0,191.63884023487773
180,トマト,20220502.0,168.3102451321131
181,トマト,20220506.0,1827.5394548584716
182,トマト,20220507.0,1475.336664989177
183,トマト,20220509.0,142.72423461110247
184,トマト,20220510.0,2079.361822026622
185,トマト,20220512.0,1334.2561107605845
186,トマト,20220513.0,221.8119082476049
187,トマト,20220514.0,1501.7864284077261
188,トマト,20220516.0,1934.894321071312
189,トマト,20220517.0,1150.202755776308
190,トマト,20220519.0,1781.701233641606
191,トマト,20220520.0,119.51892107054098
192,トマト,20220521.0,1534.8198817122995
193,トマト,20220523.0,1420.43885170234
194,トマト,20220524.0,1016.8847127316126
195,トマト,20220526.0,2441.2662787091394
196,トマト,20220527.0,2175.3976918017415
197,トマト,20220528.0,964.6058420140942
198,トマト,20220530.0,165.1346632998106
199,トマト,20220531.0,134.42714931807828
200,ピーマン,20220502.0,2047.195721186969
201,ピーマン,20220506.0,2519.2169290186307
202,ピーマン,20220507.0,1415.3095272089242
203,ピーマン,20220509.0,175.63231053140393
204,ピーマン,20220510.0,1404.6143855797993
205,ピーマン,20220512.0,1461.83017813873
206,ピーマン,20220513.0,1284.7290777249427
207,ピーマン,20220514.0,1934.894321071312
208,ピーマン,20220516.0,2148.9623652269834
209,ピーマン,20220517.0,1594.2850662796639
210,ピーマン,20220519.0,152.64765851673621
211,ピーマン,20220520.0,3206.6943256202667
212,ピーマン,20220521.0,1453.8598621118695
213,ピーマン,20220523.0,134.42714931807828
214,ピーマン,20220524.0,1151.7143539347805
215,ピーマン,20220526.0,1107.4807530041141
216,ピーマン,20220527.0,2216.9160285768394
217,ピーマン,20220528.0,3059.6074728809267
218,ピーマン,20220530.0,1018.1305564399972
219,ピーマン,20220531.0,1708.1696004879702
220,じゃがいも,20220502.0,1662.473316127825
221,じゃがいも,20220506.0,1284.7290777249427
222,じゃがいも,20220507.0,2058.211463057483
223,じゃがいも,20220509.0,1461.9619821008218
224,じゃがいも,20220510.0,1547.0396900000774
225,じゃがいも,20220512.0,1129.9321873622323
226,じゃがいも,20220513.0,2244.5296523930165
227,じゃがいも,20220514.0,165.1346632998106
228,じゃがいも,20220516.0,867.6800540343606
229,じゃがいも,20220517.0,1008.5232245149051
230,じゃがいも,20220519.0,165.1346632998106
231,じゃがいも,20220520.0,1935.0843870495185
232,じゃがいも,20220521.0,1644.9925861274858
233,じゃがいも,20220523.0,2767.963543278022
234,じゃがいも,20220524.0,1560.5461768505245
235,じゃがいも,20220526.0,1497.2962317774932
236,じゃがいも,20220527.0,152.64765851673621
237,じゃがいも,20220528.0,175.63231053140393
238,じゃがいも,20220530.0,130.46577406442324
239,じゃがいも,20220531.0,2504.7643596618036
240,なましいたけ,20220502.0,144.9247965496716
241,なましいたけ,20220506.0,1205.8465948828775
242,なましいたけ,20220507.0,3302.079347998583
243,なましいたけ,20220509.0,999.7316906878133
244,なましいたけ,20220510.0,1736.223485597464
245,なましいたけ,20220512.0,209.3249034645305
246,なましいたけ,20220513.0,2283.836859114596
247,なましいたけ,20220514.0,1384.9429273084104
248,なましいたけ,20220516.0,1621.407189474231
249,なましいたけ,20220517.0,1080.0791477256557
250,なましいたけ,20220519.0,1682.92253463991
251,なましいたけ,20220520.0,1842.1841190291304
252,なましいたけ,20220521.0,1263.20051858066
253,なましいたけ,20220523.0,1528.3492561082437
254,なましいたけ,20220524.0,936.503067855439
255,なましいたけ,20220526.0,2148.9623652269834
256,なましいたけ,20220527.0,1477.7463708323892
257,なましいたけ,20220528.0,1817.3908940848576
258,なましいたけ,20220530.0,1614.0073600084697
259,なましいたけ,20220531.0,1536.4181409887226
260,セルリー,20220502.0,1561.169606861052
261,セルリー,20220506.0,2505.7914125251305
262,セルリー,20220507.0,1312.3371233897199
263,セルリー,20220509.0,2406.4554357658685
264,セルリー,20220510.0,964.6058420140942
265,セルリー,20220512.0,1506.4501762820796
266,セルリー,20220513.0,1423.18950622597
267,セルリー,20220514.0,1579.9060703991584
268,セルリー,20220516.0,163.14530574832955
269,セルリー,20220517.0,2435.113730335051
270,セルリー,20220519.0,2063.462422303431
271,セルリー,20220520.0,2196.930451006632
272,セルリー,20220521.0,2358.110896792693
273,セルリー,20220523.0,175.63231053140393
274,セルリー,20220524.0,1528.3492561082437
275,セルリー,20220526.0,152.64765851673621
276,セルリー,20220527.0,1894.1034023756704
277,セルリー,20220528.0,1194.708714401102
278,セルリー,20220530.0,1527.194163468326
279,セルリー,20220531.0,3150.9261418050455
280,そらまめ,20220502.0,1021.884753294232
281,そらまめ,20220506.0,163.14530574832955
282,そらまめ,20220507.0,135.75919477593
283,そらまめ,20220509.0,1284.7290777249427
284,そらまめ,20220510.0,953.4456829233515
285,そらまめ,20220512.0,1497.2962317774932
286,そらまめ,20220513.0,964.6058420140942
287,そらまめ,20220514.0,144.9247965496716
288,そらまめ,20220516.0,168.1301100902331
289,そらまめ,20220517.0,2182.6322576287916
290,そらまめ,20220519.0,1439.3241840586684
291,そらまめ,20220520.0,987.3182913864404
292,そらまめ,20220521.0,2550.6045551946618
293,そらまめ,20220523.0,1032.4171325691716
294,そらまめ,20220524.0,1568.717293866808
295,そらまめ,20220526.0,1446.6366319346405
296,そらまめ,20220527.0,1019.4622552053195
297,そらまめ,20220528.0,1422.9925238301332
298,そらまめ,20220530.0,2242.000424285035
299,そらまめ,20220531.0,1603.2252179096608
300,ミニトマト,20220502.0,1284.7290777249427
301,ミニトマト,20220506.0,134.42714931807828
302,ミニトマト,20220507.0,175.63231053140393
303,ミニトマト,20220509.0,1264.077644627463
304,ミニトマト,20220510.0,163.14530574832955
305,ミニトマト,20220512.0,932.0235338273293
306,ミニトマト,20220513.0,1774.9708028962461
307,ミニトマト,20220514.0,3297.1500299983863
308,ミニトマト,20220516.0,1459.2385397031771
309,ミニトマト,20220517.0,3297.1500299983863
310,ミニトマト,20220519.0,2768.219145006815
311,ミニトマト,20220520.0,1304.238652018163
312,ミニトマト,20220521.0,1025.2227345344304
313,ミニトマト,20220523.0,11249.211302841471
314,ミニトマト,20220524.0,2358.110896792693
315,ミニトマト,20220526.0,1768.5859236353895
316,ミニトマト,20220527.0,1043.963386195223
317,ミニトマト,20220528.0,2917.623319747064
318,ミニトマト,20220530.0,165.1346632998106
319,ミニトマト,20220531.0,175.63231053140393
320,,,163.14530574832955
321,,,2047.195721186969
322,,,2146.45272483796
323,,,152.64765851673621
324,,,1283.8357272892706
325,,,1621.407189474231
326,,,1047.3367134938749
327,,,1560.5461768505245
328,,,1260.6988682843698
329,,,2975.685046945768
330,,,1018.1305564399972
331,,,163.14530574832955
332,,,152.64765851673621
333,,,152.64765851673621
334,,,175.63231053140393
335,,,1284.7290777249427
336,,,964.6058420140942
337,,,1492.556995010789
338,,,1577.9781520616007
339,,,1970.698185038062
340,,,1212.098152610431
341,,,1594.2054541491368
342,,,130.46577406442324
343,,,1617.9653903239018
344,,,2893.827734129325
345,,,135.40216921181164
346,,,1263.20051858066
347,,,127.44625957295574
348,,,1017.4004746288211
349,,,1466.001195369395
350,,,175.63231053140393
351,,,99.75826008269092
352,,,1750.6760549542905
353,,,1577.9781520616007
354,,,2394.469409294705
355,,,1466.001195369395
356,,,2098.1589386953765
357,,,1774.9708028962461
358,,,152.64765851673621
359,,,144.9247965496716
360,,,2148.9623652269834
361,,,867.6800540343606
362,,,2340.551345223979
363,,,1827.5394548584716
364,,,175.63231053140393
365,,,1284.7290777249427
366,,,1861.0532249654575
367,,,1536.4181409887226
368,,,1129.9321873622323
369,,,1363.3947838602649
370,,,191.63884023487773
371,,,175.63231053140393
372,,,986.4339497431832
373,,,1417.1325122092253
374,,,140.64329123577687
375,,,2245.737406854564
376,,,1412.6651143896336
377,,,1949.9133688888212
378,,,134.42714931807828
379,,,989.5529702793693
380,,,2148.9623652269834
381,,,964.6058420140942
382,,,999.7316906878133
383,,,269.96334398446976
384,,,2607.832361848989
385,,,2058.211463057483
386,,,1353.2334246446167
387,,,1085.486516593705
388,,,1832.2224257604337
389,,,1736.223485597464
390,,,99.75826008269092
391,,,1934.894321071312
392,,,839.2752591920672
393,,,1456.5297509443333
394,,,165.1346632998106
395,,,1706.39828736893
396,,,163.14530574832955
397,,,1412.6651143896336
398,,,142.72423461110247
399,,,1002.440479446657
400,,,165.1346632998106
401,,,163.14530574832955
402,,,1260.2570107987312
403,,,1202.8007493229595
404,,,2893.827734129325
405,,,2365.833035404159
406,,,1151.7143539347805
407,,,2441.2662787091394
408,,,142.72423461110247
409,,,964.6058420140942
410,,,142.72423461110247
411,,,1497.695212589927
412,,,2617.4629428642847
413,,,163.14530574832955
414,,,2583.7930504624765
415,,,4153.254813474439
416,,,1194.708714401102
417,,,165.1346632998106
418,,,1828.6945663609213
419,,,175.63231053140393
420,,,1043.963386195223
421,,,2190.2721510029787
422,,,1295.6191492979628
423,,,980.2458106825372
424,,,1425.5105937875346
425,,,1893.463767700883
426,,,2538.097597873924
427,,,1503.1021902601835
428,,,175.63231053140393
429,,,2220.490341006504
430,,,1461.83017813873
431,,,134.42714931807828
432,,,1284.7290777249427
433,,,1949.9133688888212
434,,,1682.92253463991
435,,,2018.1910945233283
436,,,1400.1107364505629
437,,,1505.55622852267
438,,,152.64765851673621
439,,,984.1992708502542
440,,,1047.0508422635196
441,,,134.42714931807828
442,,,134.42714931807828
443,,,2608.7198240736243
444,,,1422.9925238301332
445,,,1448.9794196107325
446,,,1467.7289789009617
447,,,1568.717293866808
448,,,175.63231053140393
449,,,2167.091218625664
450,,,1869.3093758097734
451,,,903.6187389850359
452,,,117.97876928134885
453,,,2712.0785153226107
454,,,2048.7240999521127
455,,,2050.551572994846
456,,,2393.8010157018816
457,,,134.42714931807828
458,,,881.7906312559468
459,,,1743.0695463681504
460,,,1617.9653903239018
461,,,130.46577406442324
462,,,929.5177648576145
463,,,986.4339497431832
464,,,2072.442787035029
465,,,1842.4766088663564
466,,,1284.7290777249427
467,,,1483.8291159006374
468,,,1284.7290777249427
469,,,165.1346632998106
470,,,1366.339076777898
471,,,1283.0389563602178
472,,,1129.9321873622323
473,,,1194.708714401102
474,,,1658.5763621676433
475,,,3100.521482313499
476,,,1863.7723409391651
477,,,152.64765851673621
478,,,150.65157311351723
479,,,1336.2573878717776
480,,,157.81259790051976
481,,,163.14530574832955
482,,,134.42714931807828
483,,,1150.202755776308
484,,,1019.6402007436668
485,,,152.64765851673621
486,,,3059.6074728809267
487,,,1178.7768476313108
488,,,2895.4465647824813
489,,,158.22253749430166
490,,,1194.708714401102
491,,,2220.490341006504
492,,,152.64765851673621
493,,,1043.963386195223
494,,,929.7888549344002
495,,,1877.941931294233
496,,,152.64765851673621
497,,,130.46577406442324
498,,,1420.43885170234
499,,,2735.6516961283396
500,,,1708.4655672842505
501,,,1307.5111423052247
502,,,99.75826008269092
503,,,2184.079905053698
504,,,1150.2893850905616
505,,,175.63231053140393
506,,,903.6187389850359
507,,,1026.841530236008
508,,,1829.670382323747
509,,,144.9247965496716
510,,,1284.7290777249427
511,,,2393.8010157018816
512,,,1420.43885170234
513,,,1169.7620818189305
514,,,175.63231053140393
515,,,1475.0375820735453
516,,,163.14530574832955
517,,,1886.0344619617772
518,,,157.81259790051976
519,,,1010.1626180581233
520,,,2441.2662787091394
521,,,932.0235338273293
522,,,1506.4501762820796
523,,,1631.8584471782654
524,,,1828.4062075328195
525,,,1621.407189474231
526,,,984.1992708502542
527,,,99.75826008269092
528,,,1682.92253463991
529,,,3100.521482313499
530,,,175.63231053140393
531,,,2148.9623652269834
532,,,4113.707057114279
533,,,1698.271217909573
534,,,2004.1031913926524
535,,,1506.4150868700062
536,,,2630.317677037922
537,,,1397.8928895627823
538,,,1859.113300995186
539,,,1101.5367620080735
540,,,1284.7290777249427
541,,,1129.9321873622323
542,,,1832.2224257604337
543,,,134.42714931807828
544,,,2504.7643596618036
545,,,175.63231053140393
546,,,1736.223485597464
547,,,1501.7850389585496
548,,,1475.336664989177
549,,,119.51892107054098
550,,,134.42714931807828
551,,,1444.3609753132275
552,,,165.1346632998106
553,,,1326.3649137832613
554,,,144.9247965496716
555,,,117.97876928134885
556,,,1032.4171325691716
557,,,2208.23436764666
558,,,867.6800540343606
559,,,1344.4878324581325
560,,,1789.4233722530726
561,,,909.6545963710422
562,,,175.63231053140393
563,,,142.72423461110247
564,,,2047.195721186969
565,,,221.8119082476049
566,,,1868.773751764641
567,,,1065.7533958917822
568,,,1027.4377160368288
569,,,1876.8894945863033
570,,,1078.9401701342322
571,,,1736.223485597464
572,,,2417.3792900551834
573,,,135.40216921181164
574,,,839.2752591920672
575,,,175.63231053140393
576,,,165.1346632998106
577,,,970.2167786732492
578,,,1150.202755776308
579,,,3134.2992898905345
580,,,165.1346632998106
581,,,1379.326650630056
582,,,1394.7438716201914
583,,,175.63231053140393
584,,,163.14530574832955
585,,,1029.6946936021618
586,,,1487.5297545136777
587,,,1541.0049308518364
588,,,1577.9781520616007
589,,,1436.0112874488457
590,,,1170.226880764217
591,,,1434.7303942979318
592,,,175.63231053140393
593,,,903.6187389850359
594,,,269.96334398446976
595,,,1523.7885085298092
596,,,2047.195721186969
597,,,1028.0315194254317
598,,,1157.8483712044242
599,,,130.46577406442324
600,,,1541.0049308518364
601,,,11288.73781534321
602,,,175.63231053140393
603,,,2148.9623652269834
604,,,948.6739752443028
605,,,1494.6216979004862
606,,,152.64765851673621
607,,,1878.5642320427762
608,,,1319.6040867501094
609,,,1150.202755776308
610,,,175.63231053140393
611,,,1326.3649137832613
612,,,2388.7400445700523
613,,,2680.6074328689056
614,,,175.63231053140393
615,,,168.3102451321131
616,,,1002.440479446657
617,,,1869.296382723284
618,,,1066.0870249709799
619,,,1711.5632267527135
620,,,932.0235338273293
621,,,2031.6693626988933
622,,,1934.894321071312
623,,,165.1346632998106
624,,,168.3102451321131
625,,,163.14530574832955
626,,,1486.871262619313
627,,,1580.7235023352468
628,,,2555.825070164754
629,,,1378.4320212227829
630,,,949.0453095859918
631,,,903.6187389850359
632,,,1878.5642320427762
633,,,1638.593898788884
634,,,1871.5818926049508
635,,,1439.3241840586684
636,,,1706.39828736893
637,,,201.192101903684
638,,,1311.443751202511
639,,,1561.6140593851649
640,,,1859.113300995186
641,,,134.42714931807828
642,,,1433.119338597824
643,,,1002.440479446657
644,,,1366.0284357864862
645,,,1048.609185124086
646,,,1583.6238281330973
647,,,152.64765851673621
648,,,1377.7805182702596
649,,,1030.13784797526
650,,,920.6405147436984
651,,,2313.4681280682553
652,,,1934.894321071312
653,,,2063.462422303431
654,,,137.96797450559407
655,,,2086.96728411337
656,,,1194.708714401102
657,,,910.809707873492
658,,,1075.7102133961778
659,,,1230.318661809089
660,,,2505.7914125251305
661,,,163.14530574832955
662,,,1541.0049308518364
663,,,144.9247965496716
664,,,920.6405147436984
665,,,901.3840600921068
666,,,1527.194163468326
667,,,2656.6157256591823
668,,,1516.8991446544069
669,,,2393.8010157018816
670,,,999.7316906878133
671,,,144.9247965496716
672,,,915.3603654820238
673,,,2394.469409294705
674,,,984.1992708502542
675,,,3125.768548161559
676,,,2141.4243727344906
677,,,2394.469409294705
678,,,1018.1305564399972
679,,,2224.6073956216437
680,,,1835.6394834079651
681,,,99.75826008269092
682,,,2208.23436764666
683,,,1842.1841190291304
684,,,989.5529702793693
685,,,1487.07724398679
686,,,269.96334398446976
687,,,1284.7290777249427
688,,,144.9247965496716
689,,,152.64765851673621
690,,,1859.113300995186
691,,,903.6187389850359
692,,,2567.023110969355
693,,,1353.2334246446167
694,,,2047.8240159859185
695,,,227.53317305334923
696,,,2141.4243727344906
697,,,165.1346632998106
698,,,134.42714931807828
699,,,2751.8904691227153
700,,,2227.308056020769
701,,,2208.23436764666
702,,,175.63231053140393
703,,,1339.9529109236798
704,,,144.9247965496716
705,,,2220.490341006504
706,,,11249.211302841471
707,,,2054.025686957694
708,,,1949.9133688888212
709,,,163.14530574832955
710,,,1565.5628246744743
711,,,1663.8015620585334
712,,,2166.4908993358094
713,,,3077.4668326900673
714,,,144.9247965496716
715,,,227.53317305334923
716,,,123.14370866513241
717,,,152.64765851673621
718,,,1151.7143539347805
719,,,1420.43885170234
720,,,984.1992708502542
721,,,3100.521482313499
722,,,175.63231053140393
723,,,984.1992708502542
724,,,1420.43885170234
725,,,1150.202755776308
726,,,2196.930451006632
727,,,932.0235338273293
728,,,1725.3127788908541
729,,,208.51416730297484
730,,,1404.0020688531015
731,,,2245.737406854564
732,,,2072.7219648107816
733,,,1626.0027577317799
734,,,1397.4247514172773
735,,,142.72423461110247
736,,,1774.9708028962461
737,,,2778.035525268011
738,,,2393.8010157018816
739,,,142.72423461110247
740,,,2336.1278175536427
741,,,1154.2651014169473
742,,,1629.5432618571776
743,,,1150.2893850905616
744,,,1935.0843870495185
745,,,1935.0843870495185
746,,,1871.5818926049508
747,,,901.3840600921068
748,,,1662.473316127825
749,,,168.1301100902331
750,,,1453.5027720548442
751,,,1307.026124835456
752,,,165.1346632998106
753,,,165.1346632998106
754,,,175.63231053140393
755,,,2519.2169290186307
756,,,175.63231053140393
757,,,1378.4320212227829
758,,,1626.0027577317799
759,,,932.0235338273293
760,,,1019.1193916245415
761,,,1168.5098942892196
762,,,986.4339497431832
763,,,1284.7290777249427
764,,,1432.4608467034593
765,,,994.7179096631529
766,,,142.72423461110247
767,,,1002.440479446657
768,,,1284.7290777249427
769,,,1019.1193916245415
770,,,2369.9481786640586
771,,,1817.3692788946382
772,,,2393.8010157018816
773,,,1008.5232245149051
774,,,134.42714931807828
775,,,2393.8010157018816
776,,,1267.9259758467404
777,,,189.74108331723883
778,,,168.3102451321131
779,,,12226.070206182347
780,,,165.1346632998106
781,,,1846.3663953096473
782,,,175.63231053140393
783,,,1194.708714401102
784,,,152.64765851673621
785,,,1562.4523590458398
786,,,1610.8081868007655
787,,,1452.461464725732
788,,,1019.4622552053195
789,,,1527.194163468326
790,,,1417.1325122092253
791,,,134.42714931807828
792,,,1789.4233722530726
793,,,152.64765851673621
794,,,1828.4062075328195
795,,,1507.2751452846467
796,,,1392.2350118646211
797,,,144.9247965496716
798,,,3059.6074728809267
799,,,165.1346632998106
800,,,175.63231053140393
801,,,1998.1212324607861
802,,,1235.4836011928726
803,,,2182.6322576287916
804,,,144.9247965496716
805,,,3100.521482313499
806,,,163.14530574832955
807,,,201.192101903684
808,,,1536.188478619495
809,,,2348.273483835445
810,,,4153.254813474439
811,,,1002.440479446657
812,,,1150.2893850905616
813,,,940.9007839412453
814,,,2393.8010157018816
815,,,1586.7342937617318
816,,,175.63231053140393
817,,,142.72423461110247
818,,,130.46577406442324
819,,,1736.223485597464
820,,,922.1772205925382
821,,,2032.2968561816244
822,,,1376.3518143499582
823,,,1473.0682719774748
824,,,2052.870575455244
825,,,1475.336664989177
826,,,3024.0240600312113
827,,,165.1346632998106
828,,,1740.464339133202
829,,,980.2458106825372
830,,,1268.3654579644435
831,,,137.96797450559407
832,,,175.63231053140393
833,,,1448.9794196107325
834,,,168.3102451321131
835,,,195.35753821488385
836,,,1194.708714401102
837,,,165.1346632998106
838,,,168.3102451321131
839,,,1876.8894945863033
840,,,2396.845036788676
841,,,839.2752591920672
842,,,1603.2252179096608
843,,,980.1184296726117
844,,,1332.892969640036
845,,,1101.5367620080735
846,,,134.42714931807828
847,,,175.63231053140393
848,,,1202.8007493229595
849,,,953.1950029145867
850,,,1426.3298316931441
851,,,175.63231053140393
852,,,2358.110896792693
853,,,2411.7532650362136
854,,,1485.1243911578504
855,,,2441.2662787091394
856,,,175.63231053140393
857,,,1682.92253463991
858,,,1812.9824354192083
859,,,1080.0791477256557
860,,,1425.4951739244386
861,,,134.42714931807828
862,,,920.6405147436984
863,,,1859.6787947944777
864,,,216.88671385250302
865,,,144.9247965496716
866,,,142.72423461110247
867,,,175.63231053140393
868,,,903.6187389850359
869,,,1871.5818926049508
870,,,992.4832307702239
871,,,2358.110896792693
872,,,1358.5113925311823
873,,,1536.4181409887226
874,,,2534.4366139887193
